"SYSTEM", "1", "SYSTEM", "System Start", " "
"main", "695", "se/hig/oodp/lab/model/figure/Figure.java:40", "Field Write", " context=se.hig.oodp.lab.model.figure.Figure:3, vertices=java.util.ArrayList (id=134)"
"main", "696", "se/hig/oodp/lab/model/figure/Figure.java:41", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=41"
"main", "697", "se/hig/oodp/lab/model/figure/Figure.java:41", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:3#se.hig.oodp.lab.model.figure.Figure:3, value=<void>"
"main", "698", "se/hig/oodp/lab/model/figure/Square.java:31", "Method Returned", " "
"main", "699", "se/hig/oodp/lab/model/figure/Square.java:33", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=33"
"main", "700", "se/hig/oodp/lab/model/figure/Square.java:33", "Field Write", " context=se.hig.oodp.lab.model.figure.Square:1, sideLength=1.0"
"main", "701", "se/hig/oodp/lab/model/figure/Square.java:35", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=35"
"main", "702", "se/hig/oodp/lab/model/figure/Square.java:35", "Method Call", " caller=se.hig.oodp.lab.model.figure.Square:1#se.hig.oodp.lab.model.figure.Square:1, target=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1"
"main", "703", "se/hig/oodp/lab/model/figure/Square.java:43", "Method Entered", " "
"main", "704", "se/hig/oodp/lab/model/figure/Square.java:54", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=54"
"main", "705", "se/hig/oodp/lab/model/figure/Square.java:54", "Field Read", " context=se.hig.oodp.lab.model.figure.Square:1, sideLength"
"main", "706", "se/hig/oodp/lab/model/figure/Square.java:54", "Variable Write", " context=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1, halfSideLength=0.5"
"main", "707", "se/hig/oodp/lab/model/figure/Square.java:55", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=55"
"main", "708", "se/hig/oodp/lab/model/figure/Square.java:55", "Field Read", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:4, position"
"main", "709", "se/hig/oodp/lab/model/figure/Square.java:55", "Method Call", " caller=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1, target=se.hig.oodp.lab.model.Vertex2D:11#getX:4"
"main", "710", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "711", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "712", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:11, x"
"main", "713", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:11#getX:4, result=-2.0"
"main", "714", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:11#getX:4, value=-2.0"
"main", "715", "se/hig/oodp/lab/model/figure/Square.java:55", "Method Returned", " "
"main", "716", "se/hig/oodp/lab/model/figure/Square.java:55", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=55"
"main", "717", "se/hig/oodp/lab/model/figure/Square.java:55", "Variable Write", " context=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1, xCenter=-2.0"
"main", "718", "se/hig/oodp/lab/model/figure/Square.java:56", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=56"
"main", "719", "se/hig/oodp/lab/model/figure/Square.java:56", "Field Read", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:4, position"
"main", "720", "se/hig/oodp/lab/model/figure/Square.java:56", "Method Call", " caller=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1, target=se.hig.oodp.lab.model.Vertex2D:11#getY:4"
"main", "721", "se/hig/oodp/lab/model/Vertex2D.java:45", "Method Entered", " "
"main", "722", "se/hig/oodp/lab/model/Vertex2D.java:47", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=47"
"main", "723", "se/hig/oodp/lab/model/Vertex2D.java:47", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:11, y"
"main", "724", "se/hig/oodp/lab/model/Vertex2D.java:47", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:11#getY:4, result=2.0"
"main", "725", "se/hig/oodp/lab/model/Vertex2D.java:47", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:11#getY:4, value=2.0"
"main", "726", "se/hig/oodp/lab/model/figure/Square.java:56", "Method Returned", " "
"main", "727", "se/hig/oodp/lab/model/figure/Square.java:56", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=56"
"main", "728", "se/hig/oodp/lab/model/figure/Square.java:56", "Variable Write", " context=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1, yCenter=2.0"
"main", "729", "se/hig/oodp/lab/model/figure/Square.java:57", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=57"
"main", "730", "se/hig/oodp/lab/model/figure/Square.java:57", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:12"
"main", "731", "se/hig/oodp/lab/model/figure/Square.java:57", "Method Call", " caller=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1, target=se.hig.oodp.lab.model.Vertex2D:12#se.hig.oodp.lab.model.Vertex2D:12"
"main", "732", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "733", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:12#se.hig.oodp.lab.model.Vertex2D:12, y=1.5"
"main", "734", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:12#se.hig.oodp.lab.model.Vertex2D:12, x=-2.5"
"main", "735", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "736", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "737", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:12, x=-2.5"
"main", "738", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "739", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:12, y=1.5"
"main", "740", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "741", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:12#se.hig.oodp.lab.model.Vertex2D:12, value=<void>"
"main", "742", "se/hig/oodp/lab/model/figure/Square.java:57", "Method Returned", " "
"main", "743", "se/hig/oodp/lab/model/figure/Square.java:57", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=57"
"main", "744", "se/hig/oodp/lab/model/figure/Square.java:57", "Field Write", " context=se.hig.oodp.lab.model.figure.Square:1, v0=se.hig.oodp.lab.model.Vertex2D:12"
"main", "745", "se/hig/oodp/lab/model/figure/Square.java:58", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=58"
"main", "746", "se/hig/oodp/lab/model/figure/Square.java:58", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:13"
"main", "747", "se/hig/oodp/lab/model/figure/Square.java:58", "Method Call", " caller=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1, target=se.hig.oodp.lab.model.Vertex2D:13#se.hig.oodp.lab.model.Vertex2D:13"
"main", "748", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "749", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:13#se.hig.oodp.lab.model.Vertex2D:13, y=1.5"
"main", "750", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:13#se.hig.oodp.lab.model.Vertex2D:13, x=-1.5"
"main", "751", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "752", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "753", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:13, x=-1.5"
"main", "754", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "755", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:13, y=1.5"
"main", "756", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "757", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:13#se.hig.oodp.lab.model.Vertex2D:13, value=<void>"
"main", "758", "se/hig/oodp/lab/model/figure/Square.java:58", "Method Returned", " "
"main", "759", "se/hig/oodp/lab/model/figure/Square.java:58", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=58"
"main", "760", "se/hig/oodp/lab/model/figure/Square.java:58", "Field Write", " context=se.hig.oodp.lab.model.figure.Square:1, v1=se.hig.oodp.lab.model.Vertex2D:13"
"main", "761", "se/hig/oodp/lab/model/figure/Square.java:59", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=59"
"main", "762", "se/hig/oodp/lab/model/figure/Square.java:59", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:14"
"main", "763", "se/hig/oodp/lab/model/figure/Square.java:59", "Method Call", " caller=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1, target=se.hig.oodp.lab.model.Vertex2D:14#se.hig.oodp.lab.model.Vertex2D:14"
"main", "764", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "765", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:14#se.hig.oodp.lab.model.Vertex2D:14, y=2.5"
"main", "766", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:14#se.hig.oodp.lab.model.Vertex2D:14, x=-1.5"
"main", "767", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "768", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "769", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:14, x=-1.5"
"main", "770", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "771", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:14, y=2.5"
"main", "772", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "773", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:14#se.hig.oodp.lab.model.Vertex2D:14, value=<void>"
"main", "774", "se/hig/oodp/lab/model/figure/Square.java:59", "Method Returned", " "
"main", "775", "se/hig/oodp/lab/model/figure/Square.java:59", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=59"
"main", "776", "se/hig/oodp/lab/model/figure/Square.java:59", "Field Write", " context=se.hig.oodp.lab.model.figure.Square:1, v2=se.hig.oodp.lab.model.Vertex2D:14"
"main", "777", "se/hig/oodp/lab/model/figure/Square.java:60", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=60"
"main", "778", "se/hig/oodp/lab/model/figure/Square.java:60", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:15"
"main", "779", "se/hig/oodp/lab/model/figure/Square.java:60", "Method Call", " caller=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1, target=se.hig.oodp.lab.model.Vertex2D:15#se.hig.oodp.lab.model.Vertex2D:15"
"main", "780", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "781", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:15#se.hig.oodp.lab.model.Vertex2D:15, y=2.5"
"main", "782", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:15#se.hig.oodp.lab.model.Vertex2D:15, x=-2.5"
"main", "783", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "784", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "785", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:15, x=-2.5"
"main", "786", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "787", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:15, y=2.5"
"main", "788", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "789", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:15#se.hig.oodp.lab.model.Vertex2D:15, value=<void>"
"main", "790", "se/hig/oodp/lab/model/figure/Square.java:60", "Method Returned", " "
"main", "791", "se/hig/oodp/lab/model/figure/Square.java:60", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=60"
"main", "792", "se/hig/oodp/lab/model/figure/Square.java:60", "Field Write", " context=se.hig.oodp.lab.model.figure.Square:1, v3=se.hig.oodp.lab.model.Vertex2D:15"
"main", "793", "se/hig/oodp/lab/model/figure/Square.java:61", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=61"
"main", "794", "se/hig/oodp/lab/model/figure/Square.java:61", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Square:1#calculateVerticesFromCenter:1, value=<void>"
"main", "795", "se/hig/oodp/lab/model/figure/Square.java:35", "Method Returned", " "
"main", "796", "se/hig/oodp/lab/model/figure/Square.java:36", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=36"
"main", "797", "se/hig/oodp/lab/model/figure/Square.java:36", "Field Read", " context=se.hig.oodp.lab.model.figure.Square:1, v0"
"main", "798", "se/hig/oodp/lab/model/figure/Square.java:36", "Field Read", " context=se.hig.oodp.lab.model.figure.Square:1, v1"
"main", "799", "se/hig/oodp/lab/model/figure/Square.java:36", "Field Read", " context=se.hig.oodp.lab.model.figure.Square:1, v2"
"main", "800", "se/hig/oodp/lab/model/figure/Square.java:36", "Field Read", " context=se.hig.oodp.lab.model.figure.Square:1, v3"
"main", "801", "se/hig/oodp/lab/model/figure/Square.java:36", "Method Call", " caller=se.hig.oodp.lab.model.figure.Square:1#se.hig.oodp.lab.model.figure.Square:1, target=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3"
"main", "802", "se/hig/oodp/lab/model/figure/Figure.java:118", "Method Entered", " "
"main", "803", "se/hig/oodp/lab/model/figure/Figure.java:118", "New Object", " object=se.hig.oodp.lab.model.Vertex2D[]:3"
"main", "804", "se/hig/oodp/lab/model/figure/Figure.java:118", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D[]:3, 0=se.hig.oodp.lab.model.Vertex2D:12"
"main", "805", "se/hig/oodp/lab/model/figure/Figure.java:118", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D[]:3, 1=se.hig.oodp.lab.model.Vertex2D:13"
"main", "806", "se/hig/oodp/lab/model/figure/Figure.java:118", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D[]:3, 2=se.hig.oodp.lab.model.Vertex2D:14"
"main", "807", "se/hig/oodp/lab/model/figure/Figure.java:118", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D[]:3, 3=se.hig.oodp.lab.model.Vertex2D:15"
"main", "808", "se/hig/oodp/lab/model/figure/Figure.java:118", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3, newVertices=se.hig.oodp.lab.model.Vertex2D[]:3"
"main", "809", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "810", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3, i=0"
"main", "811", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "812", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "813", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:3, vertices"
"main", "814", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "815", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "816", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3, target=se.hig.oodp.lab.model.Vertex2D:12#toString:7"
"main", "817", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "818", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "819", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:12, x"
"main", "820", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:12, y"
"main", "821", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:12#toString:7, result=""(-2.5, 1.5)"""
"main", "822", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:12#toString:7, value=""(-2.5, 1.5)"""
"main", "823", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "824", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "825", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "826", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3, i=1"
"main", "827", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "828", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "829", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:3, vertices"
"main", "830", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "831", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "832", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3, target=se.hig.oodp.lab.model.Vertex2D:13#toString:8"
"main", "833", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "834", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "835", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:13, x"
"main", "836", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:13, y"
"main", "837", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:13#toString:8, result=""(-1.5, 1.5)"""
"main", "838", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:13#toString:8, value=""(-1.5, 1.5)"""
"main", "839", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "840", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "841", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "842", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3, i=2"
"main", "843", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "844", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "845", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:3, vertices"
"main", "846", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "847", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "848", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3, target=se.hig.oodp.lab.model.Vertex2D:14#toString:9"
"main", "849", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "850", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "851", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:14, x"
"main", "852", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:14, y"
"main", "853", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:14#toString:9, result=""(-1.5, 2.5)"""
"main", "854", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:14#toString:9, value=""(-1.5, 2.5)"""
"main", "855", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "856", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "857", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "858", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3, i=3"
"main", "859", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "860", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "861", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:3, vertices"
"main", "862", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "863", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "864", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3, target=se.hig.oodp.lab.model.Vertex2D:15#toString:10"
"main", "865", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "866", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "867", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:15, x"
"main", "868", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:15, y"
"main", "869", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:15#toString:10, result=""(-2.5, 2.5)"""
"main", "870", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:15#toString:10, value=""(-2.5, 2.5)"""
"main", "871", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "872", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "873", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "874", "se/hig/oodp/lab/model/figure/Figure.java:127", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=127"
"main", "875", "se/hig/oodp/lab/model/figure/Figure.java:127", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:3#addVerticesToList:3, value=<void>"
"main", "876", "se/hig/oodp/lab/model/figure/Square.java:36", "Method Returned", " "
"main", "877", "se/hig/oodp/lab/model/figure/Square.java:37", "Line Step", " file=se/hig/oodp/lab/model/figure/Square.java, line=37"
"main", "878", "se/hig/oodp/lab/model/figure/Square.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Square:1#se.hig.oodp.lab.model.figure.Square:1, value=<void>"
"main", "879", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:116", "Method Returned", " "
"main", "880", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:116", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=116"
"main", "881", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:116", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createSquare:1, s=se.hig.oodp.lab.model.figure.Square:1"
"main", "882", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:118", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=118"
"main", "883", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:118", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, allFigures"
"main", "884", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:119", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=119"
